Num	Chromosome	Region	Strand	MappedChromosome	MappedRegion
607	C03	48048763..49455027	-	A06	21434747..21809370
608	C03	28037437..29306466	-	A06	21700865..22237903
609	C03	20937524..21444509	-	A06	52274..449870
860	C04	7445597..7856297	+	A06	3199243..3502379
861	C04	10980911..12338467	+	A06	22176146..22399683
862	C04	24345875..25221187	+	A06	19595769..20022947
1046	C05	24736736..26272250	+	A06	4371111..5483120
1047	C05	14182880..16686824	+	A06	7132257..8760265
1048	C05	16699459..17177362	+	A06	22957638..23246524
1049	C05	27311956..28176500	+	A06	2798192..3179428
1050	C05	5034477..5678643	+	A06	20183979..20871755
1051	C05	28846885..29822095	+	A06	3801..670903
1052	C05	26134919..26306657	+	A06	688374..783068
1056	C05	5080555..8235689	-	A06	5682306..7133535
1057	C05	2550053..3365448	-	A06	784034..1403883
1058	C05	3354166..4241533	-	A06	3742347..4245057
1059	C05	13735892..14290867	-	A06	5409630..5770021
1060	C05	12309640..13400056	-	A06	14988295..15745139
1061	C05	8722467..10248806	-	A06	15001876..15946526
1062	C05	926300..1161081	-	A06	22511901..22827920
1256	C07	30958905..34514846	+	A06	18253952..20050081
1257	C07	24038371..25038387	+	A06	21638354..21893530
1258	C07	8935038..12457649	+	A06	17173858..17693116
1259	C07	38920392..39414838	+	A06	20959509..21411519
1260	C07	26942510..27723382	+	A06	22839581..23101718
1261	C07	41033300..41847384	+	A06	21537070..21936018
1262	C07	35885628..36777587	+	A06	23247913..24017975
1272	C07	27587084..30925263	-	A06	20059756..21626015
1273	C07	35067783..36747987	-	A06	11227872..12854052
1274	C07	34382947..34989793	-	A06	17891495..18311848
1275	C07	47954177..48344214	-	A06	22002507..22297299
1276	C07	3570..656878	-	A06	22378908..22584739
1277	C07	18654457..19888135	-	A06	1365935..1868667
1278	C07	41692325..41889572	-	A06	22833716..23016712
1504	C06	39658301..40659863	+	A06	1353642..1718711
1505	C06	3356231..4226535	+	A06	5409630..5991757
1506	C06	18377346..19096590	+	A06	3801..574469
1507	C06	27956532..28134287	+	A06	11139601..11221487
1509	C06	16953099..18049954	+	A06	23896164..24432131
1513	C06	19774483..20828181	-	A06	3801..586897
1514	C06	12189454..13193600	-	A06	2485865..2928710
1515	C06	1401118..2462610	-	A06	7544746..8749461
1516	C06	31472334..33155420	-	A06	7138737..8682838
1517	C06	24534286..25384509	-	A06	2237156..2472723
1518	C06	21597884..22377629	-	A06	2936495..3186475
1519	C06	25389765..26474856	-	A06	1723815..2068398
1520	C06	20779398..21575582	-	A06	484284..731154
1521	C06	16929995..17634919	-	A06	25442715..25752058
1522	C06	2001..759450	-	A06	6015575..6454817
1523	C06	10668773..11936054	-	A06	2569516..3157123
1524	C06	17699140..18049954	-	A06	14197191..14424383
1525	C06	29953865..31308146	-	A06	6015575..6768519
1526	C06	13067029..13694239	-	A06	2089488..2333122
1527	C06	2944597..3357686	-	A06	7132257..7545649
1528	C06	9674200..10608602	-	A06	484284..712796
1730	C08	36615473..37870754	+	A06	5500476..7111751
1731	C08	38746165..39767403	+	A06	4371111..5483120
1732	C08	39697720..40164527	+	A06	602720..1343634
1733	C08	18341245..19015662	+	A06	3956195..4559183
1734	C08	23820989..24818679	+	A06	10462204..11083248
1735	C08	20809174..21268736	+	A06	7132257..7563425
1736	C08	37871159..38224240	+	A06	3515842..3902162
1737	C08	21556685..21922281	+	A06	8232565..8682838
1738	C08	1001840..1355506	+	A06	934455..1333461
1739	C08	7908132..10406090	+	A06	1419335..2039096
1740	C08	24140085..24827599	+	A06	11383399..12105276
1750	C08	23621621..24827599	-	A06	23247913..24137203
1751	C08	16679118..18299207	-	A06	4798097..5709861
1752	C08	19267731..19907728	-	A06	6310932..7111751
1753	C08	38064110..38869519	-	A06	3903299..4626316
1754	C08	16290549..17296760	-	A06	746631..1074713
1755	C08	20493552..21006082	-	A06	5360999..5914406
1756	C08	19739236..20083108	-	A06	5938056..6191286
1757	C08	36203949..36558303	-	A06	7138737..7596044
1758	C08	37545175..38185802	-	A06	20004369..20866361
1759	C08	22001395..22464430	-	A06	7587745..8160779
1760	C08	35524864..36150382	-	A06	21898310..22239560
1761	C08	19030525..19267226	-	A06	3555487..3902162
1762	C08	23067..153211	-	A06	16982356..17156213
1763	C08	27929745..28179238	-	A06	3243118..3502379
1995	C09	1737464..2502086	+	A06	18736132..20022947
1996	C09	4093099..5022761	+	A06	11227872..12577616
1997	C09	10257755..11159595	+	A06	18253952..18747686
2005	C09	2886484..3724265	-	A06	12491617..13375905
2006	C09	8901913..9842684	-	A06	20429831..21105022
2007	C09	6451403..8499952	-	A06	21241153..21893530
2008	C09	2463814..2906100	-	A06	17506192..18311848
2009	C09	36182006..36862619	-	A06	12083982..12611013
2010	C09	37404289..37600680	-	A06	15834368..16274876
137	C01	25569123..27176068	-	A07	7171993..8259055
138	C01	792999..1596104	-	A07	19562258..20177852
139	C01	3326779..3653320	-	A07	22476799..23085816
140	C01	730131..1078284	-	A07	2496379..2788098
313	C02	12127295..13907861	+	A07	18015082..18615072
314	C02	18277712..20684858	+	A07	2964084..3895528
315	C02	11418207..12074809	+	A07	17658976..17895036
318	C02	14860422..19452577	-	A07	19094330..21003544
319	C02	14012380..18360402	-	A07	14932002..15997355
320	C02	2571819..3032427	-	A07	11187191..11559032
321	C02	18552559..20859108	-	A07	14297177..14912151
322	C02	11515988..13225160	-	A07	16284617..16834250
323	C02	19642748..20605956	-	A07	18621761..18955514
324	C02	13986519..14557392	-	A07	21175411..21350721
325	C02	42081440..42286250	-	A07	2312968..2771066
326	C02	11418207..12835805	-	A07	4956496..5424555
327	C02	14012380..15529190	-	A07	3862523..4242414
328	C02	13224027..13924116	-	A07	16236710..16595373
329	C02	38083350..38953030	-	A07	10622154..10879776
619	C03	43737169..45630753	+	A07	5548657..6795913
620	C03	25161742..27330783	+	A07	7171993..9662044
621	C03	39684679..40637539	+	A07	4445219..5071790
622	C03	12859374..13578639	+	A07	13108783..13420313
633	C03	1742316..1974904	-	A07	11310045..11557047
634	C03	43145314..43835034	-	A07	5070441..5356200
871	C04	10035600..10816426	+	A07	17630694..17994284
872	C04	15623758..16254189	+	A07	1081313..1368959
873	C04	10881455..11434055	+	A07	1863679..2108547
874	C04	1798402..3132955	+	A07	13108783..13367018
875	C04	14470782..15167070	+	A07	13532643..13812325
876	C04	39979238..40489850	+	A07	13108783..13363435
877	C04	4535069..5136293	+	A07	11495335..11726717
888	C04	30146190..32100648	-	A07	1081313..2011461
889	C04	10035600..10984000	-	A07	16478276..16882670
890	C04	8470673..10010034	-	A07	12345974..13023529
891	C04	21916455..24012368	-	A07	11887286..12372717
892	C04	24497050..25809518	-	A07	10184605..10503937
893	C04	7052180..7809098	-	A07	11095320..11327022
1071	C05	14919889..17732438	+	A07	2818606..3971187
1072	C05	5678233..6723753	+	A07	13627973..14298866
1078	C05	14069096..17459546	-	A07	18712280..20284130
1079	C05	5799169..6991595	-	A07	21964570..22663868
1080	C05	13416536..15205566	-	A07	14936235..15532429
1081	C05	10794425..12301290	-	A07	6157263..6827593
1082	C05	15948342..16898944	-	A07	14535688..14855933
1287	C07	16026183..18389706	+	A07	5314206..6728793
1288	C07	613462..1749656	+	A07	2103175..2684817
1289	C07	3869063..4234755	+	A07	5322137..5487311
1295	C07	20489907..23992051	-	A07	4019583..5324176
1296	C07	4303825..6881871	-	A07	8817891..9848845
1297	C07	2811326..3604441	-	A07	8160283..8603358
1298	C07	6843598..8042565	-	A07	2035..334393
1299	C07	10915768..11448269	-	A07	9958935..10170579
1300	C07	30490678..31914408	-	A07	18056589..18584987
1301	C07	23337504..24062700	-	A07	21052897..21505706
1302	C07	32489623..32815277	-	A07	10694268..10816874
1303	C07	23340838..24376324	-	A07	15808666..16061155
1536	C06	834731..2462610	+	A07	18621761..19902363
1537	C06	31422251..34532087	+	A07	14604452..15854962
1538	C06	2944597..4226535	+	A07	19901517..20748155
1539	C06	31382655..34740882	+	A07	18971103..21114345
1540	C06	29953865..31384453	+	A07	13749773..14414490
1541	C06	2912..1854112	+	A07	13994362..14855933
1542	C06	4204117..5347428	+	A07	21048330..21776423
1543	C06	2949082..4226535	+	A07	15112395..15692006
1544	C06	26903207..27957263	+	A07	12793004..13206139
1545	C06	15877177..16892368	+	A07	13299960..13738585
1546	C06	34591186..35824044	+	A07	15966226..16431508
1547	C06	7048411..8644772	+	A07	16190924..16729232
1548	C06	2414936..2930879	+	A07	17586735..17831758
1549	C06	15459907..16067330	+	A07	11564105..11788732
1550	C06	34565514..35214006	+	A07	21268315..21811860
1551	C06	4204117..5255742	+	A07	15873667..16191652
1552	C06	1974136..2504081	+	A07	14874245..15217639
1553	C06	5276247..6059252	+	A07	1105452..1988468
1554	C06	26516420..26876706	+	A07	12405701..12548345
1561	C06	2912..828996	-	A07	21902566..22533512
1562	C06	7194910..8644772	-	A07	17832928..18615072
1563	C06	8430786..9634181	-	A07	16888237..17496272
1564	C06	30006576..31362465	-	A07	21958866..22695233
1565	C06	28990094..29924973	-	A07	11797460..12053192
1566	C06	28471982..29201801	-	A07	12478787..12797086
1567	C06	1260104..2146377	-	A07	2964084..3685212
1568	C06	35241220..35824044	-	A07	18208020..18610771
1569	C06	766229..1182425	-	A07	3621399..3895528
1570	C06	31382655..32366610	-	A07	2853319..3685212
1571	C06	2474017..2930879	-	A07	16753986..16879618
1767	C08	28267724..33741580	+	A07	11564105..13909451
1768	C08	36209518..36957712	+	A07	19868826..20748155
1769	C08	37083395..37434005	+	A07	22141633..22616500
1770	C08	21174904..21922281	+	A07	3002685..3492742
1771	C08	27974011..28313221	+	A07	11095320..11246808
1781	C08	24836083..26584307	-	A07	7104809..7926793
1782	C08	20776468..21462696	-	A07	19796700..20253397
1783	C08	23286761..23767993	-	A07	7913038..8127560
1784	C08	21582862..22045991	-	A07	19066660..19427880
1785	C08	22001395..22274767	-	A07	2929002..3202660
1786	C08	35948770..36137305	-	A07	484167..932792
1787	C08	22435963..23078853	-	A07	4280295..4825190
1788	C08	37221854..37434005	-	A07	13917648..14210136
1789	C08	26701318..27521751	-	A07	2403189..2792103
1790	C08	21132379..22045991	-	A07	14669304..14997339
1791	C08	20615182..21266945	-	A07	15109307..15472586
1792	C08	20493552..20645666	-	A07	20329902..20625704
2021	C09	36545232..37535208	+	A07	11187191..11559032
2022	C09	20937150..21835170	+	A07	728035..929853
2026	C09	4799202..5538394	-	A07	2136384..2758745
145	C01	3592651..5859156	+	A08	4009191..4992264
146	C01	33839704..34694012	+	A08	9002105..9425418
147	C01	1523233..1877578	+	A08	5605880..5812689
148	C01	7240130..8141633	+	A08	9612744..10132177
149	C01	23308538..25154223	+	A08	11805231..12406486
155	C01	12363..1525787	-	A08	5903069..6942262
156	C01	1892437..3150322	-	A08	8419255..9414860
157	C01	5858746..7789285	-	A08	10118463..11165023
158	C01	8135442..9589744	-	A08	9489694..9890591
159	C01	10617318..11949007	-	A08	5356637..5796752
160	C01	18760638..19461552	-	A08	11805231..12107991
161	C01	3188926..3513016	-	A08	13825021..14008331
162	C01	30315377..31635754	-	A08	16000036..16754842
163	C01	34734589..35520786	-	A08	18329323..18868352
164	C01	12904339..13300717	-	A08	5172878..5285132
165	C01	1880451..2286263	-	A08	6690178..7084586
336	C02	21343047..21816552	+	A08	16667654..16939274
340	C02	33672465..34166490	-	A08	17402868..17543739
341	C02	16467816..18683313	-	A08	2334160..2866262
342	C02	18935599..20684858	-	A08	1852719..2272763
343	C02	4189202..4301536	-	A08	14019597..14119546
344	C02	15709090..16295226	-	A08	2894093..2988508
642	C03	53766885..55163450	+	A08	3909915..4704238
643	C03	47939840..49331226	+	A08	10330002..10904032
644	C03	43131775..43835034	+	A08	8051473..8271248
645	C03	49219578..49593817	+	A08	5593791..5779064
655	C03	43707783..47772126	-	A08	6070921..7919442
656	C03	55959697..57771693	-	A08	18333897..19451122
657	C03	49657081..51579430	-	A08	9489694..10333266
658	C03	52960962..53549739	-	A08	8412650..8739372
659	C03	40316727..40642783	-	A08	8265536..8415562
660	C03	53546488..54018579	-	A08	13662694..14013858
661	C03	56868535..57723745	-	A08	17334698..17650939
662	C03	39908906..40255278	-	A08	1339634..1531823
901	C04	20262307..21234643	-	A08	7124540..7836645
902	C04	35304399..35810059	-	A08	7210675..7674123
903	C04	27195450..28178715	-	A08	12360760..12980566
1088	C05	1746482..3365448	+	A08	538702..1190214
1089	C05	519329..1605156	+	A08	80220..525459
1090	C05	10837662..12301290	+	A08	7087384..7462123
1091	C05	3356198..3961539	+	A08	3455707..3775416
1092	C05	24991074..25298436	+	A08	3787381..3997755
1098	C05	13735892..17408196	-	A08	1888770..2871761
1099	C05	5045308..7128562	-	A08	2923556..3324860
1100	C05	25986305..26557796	-	A08	1164245..1333262
1101	C05	28778329..30025537	-	A08	18163486..18963138
1102	C05	27794702..28395975	-	A08	19114192..19422784
1318	C07	46392159..46839490	+	A08	8423071..8917377
1319	C07	47077689..47900089	+	A08	5605880..6406759
1320	C07	22323651..23977992	+	A08	1352945..1819653
1321	C07	47847748..48339061	+	A08	6522352..6978832
1322	C07	21135812..22250208	+	A08	8092286..8411463
1332	C07	43412797..46336729	-	A08	3942692..5662708
1333	C07	16026183..18389706	-	A08	7197110..8083264
1334	C07	41033300..41953599	-	A08	10118463..10877695
1335	C07	3929977..4248630	-	A08	7933460..8045821
1336	C07	38145839..38582460	-	A08	17645724..18077813
1337	C07	42089438..43067676	-	A08	9423462..9890591
1338	C07	38801162..39436283	-	A08	10930778..11398196
1339	C07	29516882..30058734	-	A08	17162643..17516368
1340	C07	18381853..20303400	-	A08	14969691..16168807
1341	C07	47045217..47255948	-	A08	5605880..5812689
1578	C06	19717869..22113791	+	A08	18160589..19427861
1579	C06	766229..2285457	+	A08	1852719..2468415
1580	C06	31441768..34193489	+	A08	2097326..2988508
1581	C06	2944597..4226535	+	A08	2515576..2988508
1582	C06	6047293..6949410	+	A08	11077112..11414470
1583	C06	37716436..40521319	+	A08	14543939..15962959
1584	C06	9661697..10953577	+	A08	18839420..19427861
1588	C06	18295989..19160557	-	A08	18107716..18939938
1589	C06	25389765..26455313	-	A08	16009009..16541549
1590	C06	12210815..12767750	-	A08	17091944..17330925
1591	C06	18377346..18635828	-	A08	17556791..17650939
1592	C06	13031381..13659263	-	A08	16542443..16751378
1593	C06	7100458..7559340	-	A08	1372976..1501237
1804	C08	36226173..39098816	+	A08	2502719..3989851
1805	C08	16527338..17675778	+	A08	979464..1333262
1806	C08	7806111..9363738	+	A08	15487254..16202645
1807	C08	22369977..23076627	+	A08	1396548..1687577
1808	C08	21790494..22274767	+	A08	2199566..2475933
1809	C08	236464..1086135	+	A08	16167334..16590827
1810	C08	34611666..35919966	+	A08	6058068..6989517
1811	C08	6744135..8108538	+	A08	14146545..14791826
1812	C08	9246560..10288098	+	A08	11523297..11790105
1813	C08	11325054..11908611	+	A08	13277829..13666196
1816	C08	874736..3042680	-	A08	194760..1053784
1817	C08	18308365..20158534	-	A08	2936949..3762777
1818	C08	20493552..21271335	-	A08	2498163..2926216
1819	C08	15368513..16443660	-	A08	4721046..5216348
1820	C08	39643236..40235174	-	A08	801767..1333262
1821	C08	40042962..41225687	-	A08	19249..746801
1822	C08	12701861..14052746	-	A08	17706913..18145104
1823	C08	21174904..21922281	-	A08	2109335..2411961
1824	C08	3329448..6326148	-	A08	12454006..13317026
1825	C08	12246730..12729550	-	A08	12172920..12416097
1826	C08	15154494..15369992	-	A08	5547979..5637983
1827	C08	11194305..12032976	-	A08	13399177..13807248
2034	C09	32039252..32217442	+	A08	14019597..14125821
171	C01	1201223..2104238	+	A09	15466454..16093472
172	C01	3269215..4168888	+	A09	14954195..15456043
173	C01	10858..244257	+	A09	4877426..5218269
185	C01	7437801..8994406	-	A09	32486284..33945408
186	C01	20274073..22464861	-	A09	30274059..31263929
187	C01	22479629..23538707	-	A09	26953886..27334179
188	C01	1185615..1891717	-	A09	18352965..18844269
347	C02	41656315..42286250	+	A09	9226386..9717946
348	C02	27941378..30732210	+	A09	25225860..26315966
349	C02	15034973..16741220	+	A09	3888857..4228443
360	C02	33488815..35657148	-	A09	28432281..29294698
361	C02	39294134..41209105	-	A09	6946405..7492294
362	C02	38362268..39458514	-	A09	6427668..6753438
363	C02	42486051..42780994	-	A09	8107708..8301994
364	C02	32417411..32858300	-	A09	29293814..29484145
365	C02	35985630..36823810	-	A09	32194386..32501234
366	C02	36343114..37070797	-	A09	28044249..28421932
367	C02	42997976..43522929	-	A09	7804229..7945669
368	C02	30451587..32001405	-	A09	29727598..30509924
369	C02	24013498..24479562	-	A09	5879720..6046943
668	C03	44558246..45782742	+	A09	33625351..34848967
669	C03	12208805..14010322	+	A09	13207547..14602505
670	C03	17185827..17873007	+	A09	32314017..33579708
671	C03	43718915..44761567	+	A09	21725957..22850054
672	C03	18363128..19130815	+	A09	5803134..6365205
673	C03	8884096..9884630	+	A09	10284578..11176845
674	C03	39908906..40648922	+	A09	20380492..21162092
675	C03	45874901..46866351	+	A09	4711174..5223726
676	C03	10502925..11177086	+	A09	11334128..12137436
692	C03	19163300..19622269	-	A09	5385057..5753806
693	C03	52269279..52939413	-	A09	27403533..27751975
694	C03	29404190..30958019	-	A09	9070132..9539186
695	C03	51577727..52251920	-	A09	30939500..31382653
696	C03	28270672..29651734	-	A09	15470608..15993424
697	C03	43131775..43835034	-	A09	21046628..21542000
698	C03	48355649..49423692	-	A09	29932349..30512082
699	C03	33950815..36299190	-	A09	1347830..1619252
908	C04	34509..3935188	+	A09	12250169..14575172
909	C04	39453447..40858375	+	A09	13179624..14472702
910	C04	14365044..15221982	+	A09	14393486..14836280
911	C04	3917811..5358645	+	A09	10363014..11093137
912	C04	36466488..37499835	+	A09	10284578..11183378
913	C04	38057067..38673847	+	A09	11617294..12253370
914	C04	38913855..39428485	+	A09	12270082..12793029
915	C04	29245931..29679603	+	A09	4872322..5135897
916	C04	20698366..21423286	+	A09	33682621..34782443
917	C04	35483488..35924667	+	A09	33625351..34784802
923	C04	21916455..23737811	-	A09	11625941..12575344
924	C04	8470673..10010034	-	A09	12543831..13419898
925	C04	7093486..8593569	-	A09	10088049..10785356
926	C04	16927595..18124972	-	A09	1175153..1329794
930	C04	32676724..33281880	-	A09	1169890..1359703
1108	C05	2312324..3331138	+	A09	1175153..1754984
1109	C05	13735892..14968809	+	A09	4146452..4572882
1110	C05	17650126..18059222	+	A09	20114747..20292420
1111	C05	3356198..3871523	+	A09	3728641..3966665
1112	C05	12402..359334	+	A09	5465524..5782360
1121	C05	1002..2291149	-	A09	6825..1073441
1122	C05	5034477..7048613	-	A09	2431805..3214213
1123	C05	10804885..12301290	-	A09	33863028..34697836
1124	C05	9140497..10794934	-	A09	24121347..25005418
1125	C05	25518352..26276845	-	A09	1777452..2077156
1126	C05	274190..838557	-	A09	5792893..6491790
1127	C05	12355730..13786129	-	A09	24204545..24721879
1128	C05	3962888..4241533	-	A09	3319527..3500581
1347	C07	16012970..17219235	+	A09	21495357..22436260
1348	C07	17304914..18389706	+	A09	33625351..34380807
1349	C07	37660530..38071753	+	A09	9754142..10434121
1350	C07	29876952..30989947	+	A09	3020994..3362580
1351	C07	10138394..10786276	+	A09	34807195..35080044
1352	C07	11492537..14158415	+	A09	15562020..15993424
1353	C07	7027182..8518335	+	A09	16406650..16577759
1354	C07	38893500..39414838	+	A09	29069214..30023136
1355	C07	10138394..11221314	+	A09	15456915..15614651
1357	C07	37397440..37724698	+	A09	18799880..19358210
1371	C07	22319684..24221646	-	A09	19299139..20745241
1372	C07	27310921..29471524	-	A09	29165490..30325506
1373	C07	35067783..36145232	-	A09	7725142..8129994
1374	C07	30243097..32091658	-	A09	27867810..28733000
1375	C07	33965676..35286560	-	A09	6919936..7371905
1376	C07	32541733..34098976	-	A09	6365277..6751074
1377	C07	660890..1690268	-	A09	9535603..9846111
1378	C07	20489907..21791253	-	A09	20874104..21514040
1379	C07	36834487..37439033	-	A09	8782283..8985771
1380	C07	45881959..46569669	-	A09	14893952..15555066
1381	C07	48057308..48289780	-	A09	4910426..5211359
1382	C07	47041038..47408657	-	A09	15466454..15844691
1383	C07	29557424..29915889	-	A09	28869840..29159227
1384	C07	7226852..8055363	-	A09	4570337..4714377
1385	C07	1197500..1747316	-	A09	19022150..19361782
1386	C07	8443998..10100569	-	A09	31926831..32367237
1387	C07	42294492..43067676	-	A09	32022412..32792028
1388	C07	41381270..41887750	-	A09	25756269..26249494
1389	C07	10404912..11801307	-	A09	18489060..18725445
1390	C07	24265366..25262627	-	A09	25893954..26277958
1392	C07	42842768..43444475	-	A09	17155548..17920104
1603	C06	26903207..28134287	+	A09	13101380..13920789
1604	C06	15585103..16868810	+	A09	13988368..14836280
1605	C06	4201241..5223016	+	A09	19597984..20394745
1606	C06	16946862..17927816	+	A09	8326066..8577147
1607	C06	15459907..16067330	+	A09	10781750..11184546
1613	C06	28991760..29924973	-	A09	11202032..11808244
1614	C06	32363735..34243213	-	A09	3929405..4572882
1615	C06	30202821..31308146	-	A09	2463329..2864531
1616	C06	47325..759450	-	A09	2463329..2746972
1617	C06	28665986..29122535	-	A09	12867616..13111238
1618	C06	2767960..3191217	-	A09	4332997..4541012
1831	C08	27373536..34472409	+	A09	10065156..15472209
1832	C08	36906720..38791057	+	A09	2431805..3966665
1833	C08	40113289..41476458	+	A09	46974..1157517
1834	C08	26338160..27362354	+	A09	18799880..19329668
1835	C08	20514042..21266945	+	A09	4062401..4532946
1836	C08	1922202..3040620	+	A09	69938..613733
1837	C08	35182743..35444968	+	A09	31840610..32041135
1838	C08	17482713..18286435	+	A09	1797368..2139715
1839	C08	38928810..39231776	+	A09	2045293..2216917
1840	C08	16527338..17222475	+	A09	1597513..1754984
1841	C08	39321737..39975121	+	A09	30492859..31463777
1852	C08	35446303..36957712	-	A09	3964911..5296599
1853	C08	39238707..40235174	-	A09	1347830..2092640
1854	C08	18355656..19966134	-	A09	2440918..3966665
1855	C08	34086893..35195467	-	A09	7206614..7830755
1856	C08	1162993..1844733	-	A09	1175153..1595824
1857	C08	38818391..39098816	-	A09	2240419..2425958
1858	C08	22369977..23078853	-	A09	20009759..20644400
1859	C08	11789..451529	-	A09	9287101..9483066
1860	C08	34829730..35195467	-	A09	17912014..18346326
1862	C08	17025073..17574194	-	A09	31150957..31708720
2045	C09	4799202..5866942	+	A09	9495578..10031613
2046	C09	17122..547605	+	A09	5320693..5782360
2047	C09	3639352..4066558	+	A09	8751578..8985771
2048	C09	4434047..5026702	+	A09	7722370..7951360
2049	C09	33830524..34969803	+	A09	26816500..27453657
2050	C09	6447549..7287126	+	A09	25904734..26319497
2057	C09	2211386..3112657	-	A09	6772372..7415554
2058	C09	7008237..9980045	-	A09	28783834..30559997
2059	C09	11231312..12867288	-	A09	32509649..33588598
2060	C09	576097..1420517	-	A09	5721051..6385860
2061	C09	3125539..3940459	-	A09	7722370..8314838
2062	C09	1903988..2445219	-	A09	6332889..6755268
2063	C09	9989134..11159595	-	A09	27867810..28561850
2064	C09	13737290..14284392	-	A09	22647828..22918239
2065	C09	6249750..6419047	-	A09	15897901..15993424
2066	C09	36133898..36820456	-	A09	7801887..7993657
198	C01	11854750..14004199	+	A10	9475493..11621884
199	C01	37419658..37771661	+	A10	4330802..4888598
200	C01	33443792..33811462	+	A10	6656108..6825021
201	C01	36954300..37283681	+	A10	3700698..4064885
205	C01	36102369..36903356	-	A10	2478744..2985115
206	C01	1523233..1879018	-	A10	5663218..6238427
208	C01	1912807..2356873	-	A10	4866734..5488988
380	C02	4322905..10141266	+	A10	6145708..10195845
381	C02	1725431..2631416	+	A10	2414874..3693243
382	C02	10097686..11309924	+	A10	10530277..11395766
386	C02	3260082..4171696	-	A10	10299..881157
387	C02	2634085..3252702	-	A10	1680634..2370845
388	C02	1034730..1709877	-	A10	3696620..4392222
389	C02	2097545..2296157	-	A10	3011688..3326038
390	C02	86878..368893	-	A10	4488108..4779201
710	C03	3384356..7484156	+	A10	5981599..12607476
711	C03	767150..1781501	+	A10	2400264..3680955
712	C03	28724136..29374389	+	A10	5632817..6248193
713	C03	34027832..36299190	+	A10	8012747..8881908
714	C03	28192081..28858052	+	A10	4796831..5299243
719	C03	1982512..3407547	-	A10	10299..1528392
720	C03	805..763338	-	A10	3696620..4669379
721	C03	36522656..37365590	-	A10	18557434..19279665
722	C03	17961497..18995915	-	A10	13375706..13865706
723	C03	1788310..1971716	-	A10	2134656..2370845
724	C03	19743543..20061086	-	A10	452697..934718
725	C03	1242098..1419068	-	A10	3025068..3253844
726	C03	55100191..55681997	-	A10	10210566..10634612
727	C03	19058689..19618454	-	A10	12950191..13419552
728	C03	30626681..31505948	-	A10	3441268..3680955
947	C04	32564542..33443256	-	A10	17181276..17581379
948	C04	19003949..19387883	-	A10	16280126..16485755
949	C04	17815647..18845228	-	A10	16821039..17328952
1136	C05	906012..2655941	+	A10	15677577..17879701
1137	C05	1002..932756	+	A10	12878723..13865706
1138	C05	4075166..5293617	+	A10	9687460..10301149
1142	C05	31463180..31882408	-	A10	2316765..2683954
1143	C05	30231981..30762141	-	A10	2697955..2985115
1399	C07	35322023..36046757	+	A10	1680634..2090817
1405	C07	11194729..14628022	-	A10	4796831..6248193
1406	C07	24947695..26226626	-	A10	11613097..12508076
1407	C07	26402915..26877199	-	A10	10415987..10647563
1408	C07	14658865..15256366	-	A10	15180645..15646248
1409	C07	37106397..37398210	-	A10	3114880..3336658
1410	C07	45245680..45977442	-	A10	9289494..9950587
1629	C06	38935457..39855664	-	A10	17634990..18245602
1630	C06	27503919..28433277	-	A10	5359379..6126423
1873	C08	1428736..2959055	-	A10	15715817..17879701
1874	C08	40813352..41476458	-	A10	12795068..13789600
1875	C08	40475328..40792439	-	A10	15711242..16270158
1876	C08	40209218..40432123	-	A10	16374078..16930300
2073	C09	34943029..37404597	+	A10	897866..2370845
2074	C09	32272854..33899531	+	A10	10299..911027
2075	C09	39273228..40098480	+	A10	4008088..4529865
2076	C09	12584291..13724761	+	A10	14010755..14696189
2077	C09	680349..1420517	+	A10	13349311..13777991
2078	C09	190050..568461	+	A10	12901960..13222716
2082	C09	37411309..39260205	-	A10	2316765..3693243
2083	C09	27967024..32004612	-	A10	6145708..8231502
2084	C09	24840204..28283433	-	A10	8333857..9765254
2085	C09	21472141..23867302	-	A10	10775642..11777041
2086	C09	19061948..21021041	-	A10	11693180..12636594
2087	C09	23931701..24905175	-	A10	10089517..10411637
2088	C09	15522045..17056869	-	A10	18239954..18763740
